study_id,source_id,discovery_route,discovered_date,system_cluster_key,sha256_prefix,outcome_seen_before_hash,shape_holdout_eligible,screening_status,notes
IWE053,10.1002/ecy.3466,post_freeze_frozen_antagonist_query,2026-09-17,Lathyrus|seed_predator_guild,e9a18bce,true,false,context_only,"Same Lathyrus programme/cluster as IWE052; 21-year climate-mediated interaction result visible during search."
IWE054,10.1007/s004420050875,post_freeze_frozen_mixed_query,2026-09-17,Trollius|Chiastocheta,23b32b3b,true,false,context_only,"Annual seed output and oviposition outcome visible during search; focal axis is flower number/size and fly abundance, not partner synchrony."
IWE055,10.1046/j.1420-9101.1999.00088.x,post_freeze_frozen_mixed_query,2026-09-17,Trollius|Chiastocheta,23b32b3b,true,false,context_only,"Species-specific oviposition timing within flower age and net seed consequences visible before hash adjudication; not a population-level synchrony effect."
IWE056,10.1111/j.1420-9101.2009.01731.x,post_freeze_frozen_mixed_query,2026-09-17,Trollius|Chiastocheta,23b32b3b,true,false,context_only,"Floral-architecture manipulation, visitation and net seed-set result visible during discovery; timing is not the exposure."
IWE057,10.1111/j.1461-0248.2009.01425.x,post_freeze_frozen_mixed_query,2026-09-17,Glochidion|Epicephala,ab408aa3,true,false,context_only,"Selective abortion and seed-production benefit visible during discovery; timing not focal."
IWE058,10.1007/s00442-001-0854-8,post_freeze_frozen_mixed_query,2026-09-17,Dianthus|Hadena,5bdb4b54,true,false,context_only,"Pollination/oviposition and sex-differential reproductive consequences visible during discovery; timing not focal."
IWE059,10.1111/j.1365-2699.1996.tb00007.x,post_freeze_fig_citation_closure,2026-09-17,Ficus|Pegoscapus,a376bc76,true,false,unresolved_strict,"Crop receptivity/attractiveness timing, temporal pollinator abundance and per-fig seed output occur in one study; common strict effect/variance not yet recovered. Outcome was visible before holdout assignment."
IWE060,BOOK_CHAPTER_1996_COOK_POWER,post_freeze_fig_citation_closure,2026-09-17,Ficus|fig_wasp,41e146e2,true,false,context_only,"Within-tree asynchrony and seed/wasp production are visible, but timing is plant-internal rather than direct partner matching."
IWE061,10.1111/j.1365-2699.1996.tb00009.x,post_freeze_fig_citation_closure,2026-09-17,Ficus|fig_wasp,41e146e2,true,false,context_only,"Reproductive synchrony and sexual-phase overlap visible during discovery; no paired final plant-fitness effect."
IWE062,10.2307/2261330,post_freeze_fig_citation_closure,2026-09-17,Ficus|fig_wasp,41e146e2,true,false,context_only,"Male/female crop phenology and seed/wasp production visible during discovery; no common strict mismatch effect."
IWE063,10.1111/j.1365-2699.1996.tb00005.x,post_freeze_fig_citation_closure,2026-09-17,Ficus|Pegoscapus,a376bc76,true,false,context_only,"Six-year seed/wasp reproductive success visible, but crop variation rather than explicit partner matching is the focal exposure."
IWE064,10.1007/s13199-012-0178-y,post_freeze_fig_controlled_pollination_search,2026-09-17,Ficus|Eupristina,f9371c02,true,false,include,"Outcome and source table were visible before holdout assignment. Monoecious same-syconium design closes strict mixed H1; direct quantitative effect entered in direct_effects.csv."
IWE065,10.1007/s10682-011-9525-3,post_freeze_fig_controlled_pollination_search,2026-09-17,Ficus|Ceratosolen,c8d1fac1,true,false,context_only,"Exact timing and female seed slope are recovered, but dioecious female syconia do not rear pollinator offspring. Stored as mixed pollination-benefit channel, not net mixed H1."
IWE066,10.1371/journal.pone.0086735,post_freeze_fig_controlled_pollination_search,2026-09-17,Ficus|Eupristina,f9371c02,true,false,include_shape,"Outcome was visible before holdout assignment, so it cannot validate the separate post-hoc discovery holdout. This does not invalidate H2: mixed-system non-monotonicity was preregistered before IWE066 was found. Experimental day-1–5 entry produced an interior seed peak on days 2–3; formal curvature coefficient remains unavailable."
IWE067,10.1086/713440,post_freeze_frozen_antagonist_query,2026-09-17,Ipomopsis|Hylemya,03bd8810,true,false,unresolved_strict,"Public 2017-2018 raw datasets contain plant flowering curves, realized Hylemya egg timing, and final fruit fate. Outcome/design were visible before hash assignment; not eligible as blind shape holdout. Strict control-plant overlap reconstruction is frozen in docs/EXTRACTION_IWE067.md before raw-file outcome analysis."
IWE068,10.1093/aob/mcad195,post_freeze_public_raw_antagonist_search,2026-09-17,Ipomopsis|Hylemya,03bd8810,true,false,unresolved_strict,"Pinned public GitHub data contain repeated open+bud availability, Hylemya eggs, control/warming and normal/early-snow metadata, and source-defined seeds_per_flower at plant level. Primary temp=control & snow=normal leave-one-out overlap reconstruction was frozen before outcome calculation in docs/EXTRACTION_IWE068.md. Outcome/data architecture were visible before hash assignment; not eligible as blind shape confirmation."
IWE069,10.1371/journal.pone.0074117,post_freeze_fig_controlled_pollination_citation_closure,2026-09-18,Ficus|Ceratosolen,c8d1fac1,true,false,context_only,"Three-season female seed slopes versus pollinator-entry delay were visible before holdout assignment. Dioecious female figs do not rear pollinator larvae, so the result is a mixed-system benefit channel rather than net mixed H1."
IWE070,hdl:1903/12597,post_freeze_silene_hadena_citation_closure,2026-09-18,Silene|Hadena,8b19b0a5,true,false,unresolved_strict,"Direct plant-Hadena synchrony and year-specific fruit-initiation/predation results were visible before any holdout assignment. Final net-fitness coefficient remains unresolved; cannot serve as blind shape confirmation."
