record_key,doi,title,publication_year,record_type,families,screening_priority,title_priority_score,priority_reasons,source_type_bucket,source_type_next_action
doi:10.5281/zenodo.19489705,10.5281/zenodo.19489705,Behavioral Ecology of Pollinator Species,2024,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.5281/zenodo.19489706,10.5281/zenodo.19489706,Behavioral Ecology of Pollinator Species,2024,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3724/ahr.2095-0357.2024.0031,10.3724/ahr.2095-0357.2024.0031,Breeding in Mountain Tops: Water Velocity Determines Oviposition Site Selection of the Chinting Alpine Toad in Streams,2024,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3389/fpls.2024.1355680,10.3389/fpls.2024.1355680,"Contradistinctive floral attributes, pollination guilds and their consequence on the outcrossing rate in two elevational morphs of Rhododendron arboreum Sm.",2024,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3897/natureconservation.56.126919,10.3897/natureconservation.56.126919,Cymbidium kanran can deceptively attract Apis cerana for free pollination by releasing specialized volatile compounds,2024,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/plb.13721,10.1111/plb.13721,Delay impacts of ant nests on plant reproductive phenology in a temperate steppe.,2024,Journal Article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10265-024-01577-6,10.1007/s10265-024-01577-6,Detection of reproductive interference between closely related Salvia species with small-scale separated distributions by multifaceted pollination and molecular analyses.,2024,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1242/bio.060511,10.1242/bio.060511,Development of germline progenitors in larval queen honeybee ovaries.,2024,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.cris.2024.100087,10.1016/j.cris.2024.100087,Diet specialization mediates drivers of Cucurbita herbivory in a semi-arid agroecosystem.,2024,Journal Article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.22271/j.ento.2024.v12.i3c.9336,10.22271/j.ento.2024.v12.i3c.9336,"Ecobiology of the Tamil Bushbrown Butterfly, Mycalesis subdita Moore (Lepidoptera: Rhopalocera: Nymphalidae: Satyrinae) from Visakhapatnam, East Coast of Southern India",2024,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/biology14010002,10.3390/biology14010002,Effects of Floral Characters on the Pollination Biology and Breeding System of Iris setosa (Iridaceae): A Cold-Tolerant Ornamental Species from Jilin Province.,2024,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1139/as-2022-0034,10.1139/as-2022-0034,Effects of short- and long-term experimental warming on plant–pollinator interactions and floral rewards in the Low Arctic,2024,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.pld.2023.10.001,10.1016/j.pld.2023.10.001,Elevational and temporal patterns of pollination success in distylous and homostylous buckwheats (Fagopyrum) in the Hengduan Mountains.,2024,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/ani14060868,10.3390/ani14060868,Estimating Mineral Requirements of Wild Herbivores: Modelling Arctic Caribou (Rangifer tarandus granti) in Summer.,2024,Journal Article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/evolut/qpad215,10.1093/evolut/qpad215,Evolution of flowering time due to variation in the onset of pollen dispersal among individuals.,2024,"Journal Article,Research Support, U.S. Gov't, Non-P.H.S.",mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2745.14283,10.1111/1365-2745.14283,Facilitation against herbivory more important than resource‐based niche differences for plant coexistence in a field experiment,2024,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ecs2.70080,10.1002/ecs2.70080,Get it while it's hot: Benefits of a large herbivore exploiting stochastic resource pulses in a time of food scarcity,2024,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.5958/2349-297x.2024.00001.1,10.5958/2349-297x.2024.00001.1,Impact of climate change on insect pollinators and its implication for food security: A review,2024,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ecm.1637,10.1002/ecm.1637,Increasing variability in resource supply over time disrupts plant–pollinator interactions,2024,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3389/fpls.2024.1500773,10.3389/fpls.2024.1500773,Integrating ecophysiology and omics to unlock crop response to drought and herbivory stress,2024,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/ele.14514,10.1111/ele.14514,Masting and Efficient Production of Seedlings: Balancing Costs of Variation Through Synchronised Fruiting.,2024,Journal Article,antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00709-023-01891-1,10.1007/s00709-023-01891-1,"Mating- and oviposition-dependent changes of the spermatheca and colleterial glands in the pest termite Cryptotermes brevis (Blattaria, Isoptera, Kalotermitidae).",2024,Journal Article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/evolut/qpae128,10.1093/evolut/qpae128,Mismatch between pollen and pistil size causes asymmetric mechanical reproductive isolation across Phlox species.,2024,"Journal Article,Research Support, Non-U.S. Gov't,Research Support, N.I.H., Extramural,Research Support, U.S. Gov't, Non-P.H.S.",mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.biocontrol.2024.105565,10.1016/j.biocontrol.2024.105565,"Oviposition biology and seed damage by Smicronyx lutulentus Dietz (Coleoptera: Curculionidae), a biological control agent of Parthenium hysterophorus L. (Asteraceae) in South Africa",2024,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.47833/2024.3.agr.010,10.47833/2024.3.agr.010,Phenology (Study of appearance) and its importance,2024,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ecy.4441,10.1002/ecy.4441,Plant community responses to the individual and interactive effects of warming and herbivory across multiple years.,2024,"Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,Research Support, Non-U.S. Gov't",antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1442-1984.12454,10.1111/1442-1984.12454,"Pollination ecology of Ranzania japonica (Berberidaceae), a perennial plant of a monotypic genus endemic to deep‐snow regions in Japan",2024,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/plants13213101,10.3390/plants13213101,Prediction of Suitable Regions for Danxiaorchis yangii Combined with Pollinators Based on the SDM Model,2024,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10265-023-01508-x,10.1007/s10265-023-01508-x,Reproductive isolation between two sympatric bat-pollinated Bauhinia (Leguminosae).,2024,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.16421,10.1002/ajb2.16421,Scent-mediated bee pollination and myrmecochory in an enigmatic geophyte with pyrogenic flowering and subterranean development of fleshy fruits.,2024,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/fwb.14236,10.1111/fwb.14236,Seasonal differences in amounts of oviposition habitat and egg‐laying by caddisflies in rivers with regulated versus unregulated flows,2024,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/gcb.17148,10.1111/gcb.17148,Spatially heterogeneous shifts in vegetation phenology induced by climate change threaten the integrity of the avian migration network.,2024,"Journal Article,Research Support, Non-U.S. Gov't",antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.ijbiomac.2024.131503,10.1016/j.ijbiomac.2024.131503,Tandemly expanded OR17b in Himalaya ghost moth facilitates larval food allocation via olfactory reception of plant-derived tricosane.,2024,Journal Article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10722-024-02258-y,10.1007/s10722-024-02258-y,"Unravelling floral biology, phenology and breeding system of Punica granatum L. in Jammu division",2024,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10722-024-02180-3,10.1007/s10722-024-02180-3,"Unveiling reproductive biology, phenology, and pollen viability in Lathyrus species to enhance crop improvement",2024,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/gcb.17307,10.1111/gcb.17307,Widespread breakdown in masting in European beech due to rising summer temperatures.,2024,"Journal Article,Research Support, Non-U.S. Gov't",antagonist;mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/insects15121009,10.3390/insects15121009,Wild Bee Diversity and Bee-Plant Interactions in Tropical and Temperate Forest Clearings in a Natural Protected Area in Central West Mexico.,2024,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.agee.2024.109161,10.1016/j.agee.2024.109161,Wild native insects are efficient pollinators of mangoes in the Northern Territory of Australia,2024,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/btp.13294,10.1111/btp.13294,Winter dry season reproductive phenology in Bahamian dry forest and implications for conservation,2024,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s11829-023-09977-6,10.1007/s11829-023-09977-6,Bees: potent pollinators of Leucas nutans (Lamiaceae),2023,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/ecog.06979,10.1111/ecog.06979,Contrasting effects of beekeeping and land use on plant–pollinator networks and pathogen prevalence in Mediterranean semiarid ecosystems,2023,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.10651,10.1002/ece3.10651,Diurnal and geographic variations of pollinator importance for Cucurbita maxima Duchesne.,2023,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/pce.14498,10.1111/pce.14498,EPFL peptide signalling ensures robust self-pollination success under cool temperature stress by aligning the length of the stamen and pistil.,2023,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/life13102080,10.3390/life13102080,Enhancing Coccinella Beetle Biological Pest Control via a Floral Approach in Cucumber Greenhouse,2023,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3389/fphys.2023.1063601,10.3389/fphys.2023.1063601,Exposure to artificial light at night mediates the locomotion activity and oviposition capacity of Dastarcus helophoroides (Fairmaire).,2023,Journal Article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.rse.2023.113835,10.1016/j.rse.2023.113835,Extracting flowering phenology from grassland species mixtures using time-lapse cameras,2023,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ecy.4012,10.1002/ecy.4012,Extreme drought disrupts plant phenology: Insights from 35 years of cloud forest data in Venezuela.,2023,"Journal Article,Research Support, U.S. Gov't, Non-P.H.S.",mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/jpe/rtad003,10.1093/jpe/rtad003,Floral traits and pollination biology ofEpimedium chlorandrumStearn (Berberidaceae),2023,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3389/fcosc.2023.1133329,10.3389/fcosc.2023.1133329,Functional adaptive resources for large herbivores in African savannas: an ecological-gradient based framework,2023,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1670/22-028,10.1670/22-028,Geographic Variation in the Reproductive Phenology of a Widespread Amphibian,2023,article,antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ps.7529,10.1002/ps.7529,Impact of seed blend and structured maize refuge on Helicoverpa zea (Lepidoptera: Noctuidae) potential phenological resistance development parameters in pupae and adults.,2023,Journal Article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ecs2.4640,10.1002/ecs2.4640,Intraspecific size shifts in generalist bumblebees and flowers lead to low functional consequences,2023,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1371/journal.pone.0271938,10.1371/journal.pone.0271938,Macroscopic and microscopic study on floral biology and pollination of Cinnamomum verum Blume (Sri Lankan).,2023,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1086/723735,10.1086/723735,Periodical Cicada Emergences Affect Masting Behavior of Oaks.,2023,"Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,Research Support, Non-U.S. Gov't",antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/jemt.24296,10.1002/jemt.24296,"Phenology, floral and reproductive biology of Dichorisandra rhizantha Aona ( C ommelinaceae), an endemic endangered species in an A tlantic F orest fragment",2023,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s11829-023-09991-8,10.1007/s11829-023-09991-8,"Pollination and floral insect visitors of non-native Crataegus monogyna Jacq and Crataegus mexicana DC (Rosaceae) in the Eastern Cape Province, South Africa",2023,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.13057/biodiv/d240608,10.13057/biodiv/d240608,Pollination ecology of an important medicinal plant Hellenia speciosa (J.Koenig) S.R.Dutta of Asiatic tropics,2023,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.pld.2022.10.001,10.1016/j.pld.2022.10.001,Pre- and post-pollination barriers between two exotic and five native Sagittaria species: Implications for species conservation.,2023,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/aob/mcad177,10.1093/aob/mcad177,Preface to the Focus Issue on Pollination and Floral Regulation,2023,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3159/torrey-d-21-00005,10.3159/torrey-d-21-00005,Reproductive biology of Euonymus americanus (Celastraceae): Pollination by ants and cockroaches1,2023,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/gcb.16730,10.1111/gcb.16730,Reproductive collapse in European beech results from declining pollination efficiency in large trees.,2023,Journal Article,antagonist;mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1073/pnas.2306723120,10.1073/pnas.2306723120,Sex-dependent phenological responses to climate vary across species' ranges.,2023,Journal Article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/evolut/qpad069,10.1093/evolut/qpad069,Sex-specific selection patterns in a dioecious insect-pollinated plant.,2023,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.sajb.2023.08.012,10.1016/j.sajb.2023.08.012,"Sympatric speciation in Erica mammosa (Ericaceae): Resprouters versus seeders and the roles of pollinators, moisture availability and fire",2023,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/jen.12990,10.1111/jen.12990,"A temperature‐dependent phenology model for Apanteles subandinus Blanchard, parasitoid of Phthorimaea operculella Zeller and Symmetrischema tangolias (Gyen)",2022,article,antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.64873/josi.v36.i1-2.15-20,10.64873/josi.v36.i1-2.15-20,BEE POLLINATION IN CALANTHE TRICARINATA LINDL. (ORCHIDACEAE)- AN ENDANGERED ORCHID FROM NORTHWESTERN HIMALAYAS,2022,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.16075,10.1002/ajb2.16075,"Continuous inbreeding affects genetic variation, phenology, and reproductive strategy in ex situ cultivated Digitalis lutea.",2022,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/1438-390x.12125,10.1002/1438-390x.12125,Different effects of two exotic herbivores on the pollinator‐mediated effect of an exotic plant on a native plant,2022,article,antagonist;mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/plants11233306,10.3390/plants11233306,"Eco-Geography and Phenology Are the Major Drivers of Reproductive Isolation in the Royal Irises, a Species Complex in the Course of Speciation.",2022,Journal Article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/nph.18462,10.1111/nph.18462,Effects of drought on grassland phenology depend on functional types.,2022,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.actao.2022.103871,10.1016/j.actao.2022.103871,"Effects of phylogeny, traits, and seasonality on invertebrate herbivory damage in a meadow community",2022,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s10980-022-01448-2,10.1007/s10980-022-01448-2,Effects of temporal floral resource availability and non-crop habitats on broad bean pollination.,2022,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s11829-021-09880-y,10.1007/s11829-021-09880-y,"Floral herbivory in the carnivorous plant, Sarracenia alata",2022,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.15408/kauniyah.v15i2.18157,10.15408/kauniyah.v15i2.18157,Flowering Phenology of Pinang Gajah (Nenga gajah J. Dransf.) in The Bogor Botanic Gardens,2022,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.8926,10.1002/ece3.8926,In search of ecological determinants of fungal infections: A semi-field experiment with folivorous moths.,2022,Journal Article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/aec.13262,10.1111/aec.13262,Ineffectiveness of ants in protecting two sympatric myrmecophilous plants against endophytic beetles,2022,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/aje.13058,10.1111/aje.13058,Long‐term camera trapping needed to identify sunbird species that pollinate the endangered South African orchid Satyrium rhodanthum,2022,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/ecog.06050,10.1111/ecog.06050,Long‐term changes in flowering synchrony reflect climatic changes across an elevational gradient,2022,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1098/rsbl.2022.0187,10.1098/rsbl.2022.0187,Moths complement bumblebee pollination of red clover: a case for day-and-night insect surveillance.,2022,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s11538-022-01089-1,10.1007/s11538-022-01089-1,Oviposition Model for a Southern Population of Mountain Pine Beetle.,2022,"Journal Article,Research Support, U.S. Gov't, Non-P.H.S.",antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ecy.3876,10.1002/ecy.3876,Perfoliate leaves reduce herbivory in the shield‐bracted monkeyflower ( Mimulus glaucescens ),2022,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/nph.17784,10.1111/nph.17784,Phenological displacement is uncommon among sympatric angiosperms.,2022,"Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.",mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.36808/if/2022/v148i8/152034,10.36808/if/2022/v148i8/152034,"Phenology for the Weed Flora of the Tea Gardens in Terai and Hills of Darjeeling District of West Bengal, India",2022,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1134/s0013873822080012,10.1134/s0013873822080012,"Phenology of Forficula vicaria Semenov, 1902 (Dermaptera, Forficulidae) in the South of the Russian Far East",2022,article,antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.sajb.2022.07.047,10.1016/j.sajb.2022.07.047,"Pollination system and reproductive failure in an endangered semi-evergreen tree, Syzygium myhendrae (Bedd. ex Brandis) Gamble",2022,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1749-4877.12572,10.1111/1749-4877.12572,Positive effect of spring advance on the diet quality of an alpine herbivore.,2022,Journal Article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3389/fpls.2022.908852,10.3389/fpls.2022.908852,Reproductive Isolation Among Three Nocturnal Moth-Pollinated Sympatric Habenaria Species (Orchidaceae).,2022,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.5958/0974-4541.2022.00042.x,10.5958/0974-4541.2022.00042.x,Studies on abundance and visitation rate of pollinators in radish (Raphanus sativus L.),2022,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1093/ee/nvac047,10.1093/ee/nvac047,"Temperature-dependent Development, Survival, and Oviposition of Laricobius osakensis (Coleoptera: Derodontidae): A Specialist Predator of Adelges tsugae (Hemiptera: Adelgidae).",2022,Journal Article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/gcb.15923,10.1111/gcb.15923,Testing the match-mismatch hypothesis in bighorn sheep in the context of climate change.,2022,Journal Article,antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/ecog.06143,10.1111/ecog.06143,The importance of including phenology when modelling species ecological niche,2022,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/insects13070580,10.3390/insects13070580,"To Every Thing There Is a Season: Phenology and Photoperiodic Control of Seasonal Development in the Invasive Caucasian Population of the Brown Marmorated Stink Bug, Halyomorpha halys (Hemiptera: Heteroptera: Pentatomidae).",2022,Journal Article,antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2435.14049,10.1111/1365-2435.14049,Top‐down cascading effects of seed‐feeding beetles and their parasitoids on plants and leaf herbivores,2022,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/plants11243535,10.3390/plants11243535,"Volatile Chemical Variation of Essential Oils and Their Correlation with Insects, Phenology, Ontogeny and Microclimate: Piper mollicomum Kunth, a Case of Study.",2022,Journal Article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.7717/peerj.13009,10.7717/peerj.13009,"Water stress and nitrogen supply affect floral traits and pollination of the white mustard, Sinapis alba (Brassicaceae).",2022,"Journal Article,Research Support, Non-U.S. Gov't",mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ajb2.16018,10.1002/ajb2.16018,Why are some hummingbird‐pollinated plant clades so species‐rich?,2022,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1007/s00606-022-01817-z,10.1007/s00606-022-01817-z,Winter flowers for bees: reproductive biology of Trixis praestans (Asteraceae),2022,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1186/s12870-021-03319-5,10.1186/s12870-021-03319-5,A new brood-pollination mutualism between Stellera chamaejasme and flower thrips Frankliniella intonsa.,2021,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1098/rstb.2020.0371,10.1098/rstb.2020.0371,By wind or wing: pollination syndromes and alternate bearing in horticultural systems.,2021,"Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.",mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3120/0024-9637-68.4.406,10.3120/0024-9637-68.4.406,DO HABITAT SHIFTS ALTER FLOWERING PHENOLOGY OVERLAP IN CLOSE RELATIVES? IMPLICATIONS FOR LOCAL COEXISTENCE,2021,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/1365-2745.13708,10.1111/1365-2745.13708,Differences between flower and leaf phenological responses to environmental variation drive shifts in spring phenological sequences of temperate woody plants,2021,article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1002/ece3.7616,10.1002/ece3.7616,Effects of temperature and photoperiod on the seasonal timing of Western honey bee colonies and an early spring flowering plant.,2021,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/insects12060512,10.3390/insects12060512,Elevated CO(2) Impacts on Plant-Pollinator Interactions: A Systematic Review and Free Air Carbon Enrichment Field Study.,2021,Journal Article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1111/aec.13119,10.1111/aec.13119,"Evidence that predator satiation drives reproductive synchrony in the desert masting grass, soft spinifex (Triodia pungens)",2021,article,antagonist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.35248/2161-0983.21.10.248,10.35248/2161-0983.21.10.248,"Flight and Aggregation of the Rice Black Bug (RBB), Scotinophara coarctataIndicate an Ovipositional Preference for the Booting Stage of Rice",2021,article,antagonist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.3390/plants10030461,10.3390/plants10030461,Flowering Phenology Adjustment and Flower Longevity in a South American Alpine Species.,2021,Journal Article,mutualist,P3,3,timing_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
doi:10.1016/j.ecochg.2021.100013,10.1016/j.ecochg.2021.100013,"From the ground up: Building predictions for how climate change will affect belowground mutualisms, floral traits, and bee behavior",2021,article,mutualist,P3,3,identified_partner_title;published_article_type,published_research_candidate,manual_biological_estimand_screen
